STATENAME,URL,WEBSITE,ACTIVITYESTIMATE,WEEKEND,WEEK,SEASON
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Widespread,Jun-13-2009,23,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Widespread,Jun-20-2009,24,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Widespread,Jun-27-2009,25,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Widespread,Jul-04-2009,26,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Widespread,Jul-11-2009,27,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Widespread,Jul-18-2009,28,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Sporadic,Jul-25-2009,29,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Sporadic,Aug-01-2009,30,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Sporadic,Aug-08-2009,31,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Sporadic,Aug-15-2009,32,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Sporadic,Aug-22-2009,33,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Sporadic,Aug-29-2009,34,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,No Activity,Oct-04-2008,40,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,No Activity,Oct-11-2008,41,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Oct-18-2008,42,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,No Activity,Oct-25-2008,43,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Nov-01-2008,44,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,No Activity,Nov-08-2008,45,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Nov-15-2008,46,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Nov-22-2008,47,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,No Activity,Nov-29-2008,48,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Dec-06-2008,49,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Dec-13-2008,50,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,No Activity,Dec-20-2008,51,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Dec-27-2008,52,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Jan-03-2009,53,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Jan-10-2009,1,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Jan-17-2009,2,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Jan-24-2009,3,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Jan-31-2009,4,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Feb-07-2009,5,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Feb-14-2009,6,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Feb-21-2009,7,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Feb-28-2009,8,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Mar-07-2009,9,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Mar-14-2009,10,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Mar-21-2009,11,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Mar-28-2009,12,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Apr-04-2009,13,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Apr-11-2009,14,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Apr-18-2009,15,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Sporadic,Apr-25-2009,16,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,May-02-2009,17,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,May-09-2009,18,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,May-16-2009,19,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,May-23-2009,20,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,May-30-2009,21,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Jun-06-2009,22,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Jun-13-2009,23,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Jun-20-2009,24,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Jul-04-2009,26,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Jul-11-2009,27,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Jul-18-2009,28,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Jul-25-2009,29,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Aug-01-2009,30,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Aug-08-2009,31,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Aug-15-2009,32,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Aug-22-2009,33,2008-09
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Local Activity,Aug-29-2009,34,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Oct-04-2008,40,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Oct-11-2008,41,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Oct-18-2008,42,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Oct-25-2008,43,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,No Activity,Nov-01-2008,44,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,No Activity,Nov-08-2008,45,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Nov-15-2008,46,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Nov-22-2008,47,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Nov-29-2008,48,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Dec-06-2008,49,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Dec-13-2008,50,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Local Activity,Dec-20-2008,51,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Local Activity,Dec-27-2008,52,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Local Activity,Jan-03-2009,53,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Local Activity,Jan-10-2009,1,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Local Activity,Jan-17-2009,2,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Local Activity,Jan-24-2009,3,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Jan-31-2009,4,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Feb-07-2009,5,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Widespread,Feb-14-2009,6,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Widespread,Feb-21-2009,7,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Widespread,Feb-28-2009,8,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Widespread,Mar-07-2009,9,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Widespread,Mar-14-2009,10,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Mar-21-2009,11,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Mar-28-2009,12,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Local Activity,Apr-04-2009,13,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Local Activity,Apr-11-2009,14,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Apr-18-2009,15,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Apr-25-2009,16,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,May-02-2009,17,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,May-09-2009,18,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Local Activity,May-16-2009,19,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,May-23-2009,20,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,May-30-2009,21,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Jun-06-2009,22,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Sporadic,Jun-13-2009,23,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Local Activity,Jun-20-2009,24,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Jun-27-2009,25,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Jul-04-2009,26,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Jul-11-2009,27,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Jul-18-2009,28,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Jul-25-2009,29,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Aug-01-2009,30,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Aug-08-2009,31,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Aug-15-2009,32,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Regional,Aug-22-2009,33,2008-09
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Widespread,Aug-29-2009,34,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,No Activity,Oct-04-2008,40,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,No Activity,Oct-11-2008,41,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,No Activity,Oct-18-2008,42,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,No Activity,Oct-25-2008,43,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,No Activity,Nov-01-2008,44,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,No Activity,Nov-08-2008,45,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,No Activity,Nov-15-2008,46,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,No Activity,Nov-22-2008,47,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,No Activity,Nov-29-2008,48,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,No Activity,Dec-06-2008,49,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Dec-13-2008,50,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Dec-20-2008,51,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Dec-27-2008,52,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Jan-03-2009,53,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Jan-10-2009,1,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Jan-17-2009,2,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Jan-24-2009,3,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Regional,Jan-31-2009,4,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Feb-07-2009,5,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Feb-14-2009,6,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Feb-21-2009,7,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Feb-28-2009,8,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Mar-07-2009,9,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Mar-14-2009,10,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Regional,Mar-21-2009,11,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Mar-28-2009,12,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Apr-04-2009,13,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Apr-11-2009,14,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Apr-18-2009,15,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Sporadic,Apr-25-2009,16,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Regional,May-02-2009,17,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,May-09-2009,18,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Regional,May-16-2009,19,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Local Activity,May-23-2009,20,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Local Activity,May-30-2009,21,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Local Activity,Jun-06-2009,22,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Regional,Jun-13-2009,23,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Regional,Jun-20-2009,24,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Jun-27-2009,25,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Jul-04-2009,26,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Jul-11-2009,27,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Jul-18-2009,28,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Regional,Jul-25-2009,29,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Regional,Aug-01-2009,30,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Regional,Aug-08-2009,31,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Regional,Aug-15-2009,32,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Aug-22-2009,33,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Widespread,Aug-29-2009,34,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Sporadic,Oct-04-2008,40,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Sporadic,Oct-11-2008,41,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Sporadic,Oct-18-2008,42,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Sporadic,Oct-25-2008,43,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Sporadic,Nov-01-2008,44,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Nov-08-2008,45,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Nov-15-2008,46,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Nov-22-2008,47,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Nov-29-2008,48,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Dec-06-2008,49,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Dec-13-2008,50,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Dec-20-2008,51,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Dec-27-2008,52,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Jan-03-2009,53,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Jan-10-2009,1,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Jan-17-2009,2,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Jan-24-2009,3,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Jan-31-2009,4,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Feb-07-2009,5,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Feb-14-2009,6,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Feb-21-2009,7,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Feb-28-2009,8,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Widespread,Mar-07-2009,9,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Widespread,Mar-14-2009,10,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Mar-21-2009,11,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Mar-28-2009,12,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Apr-04-2009,13,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Apr-11-2009,14,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Apr-18-2009,15,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Apr-25-2009,16,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,May-02-2009,17,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,May-09-2009,18,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,May-16-2009,19,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,May-23-2009,20,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,May-30-2009,21,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Jun-06-2009,22,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Widespread,Jun-13-2009,23,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Widespread,Jun-20-2009,24,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Widespread,Jun-27-2009,25,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Widespread,Jul-04-2009,26,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Widespread,Jul-11-2009,27,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Widespread,Jul-18-2009,28,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Widespread,Jul-25-2009,29,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Widespread,Aug-01-2009,30,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Widespread,Aug-08-2009,31,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Aug-15-2009,32,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Regional,Aug-22-2009,33,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Local Activity,Aug-29-2009,34,2008-09
Idaho,http://flu.idaho.gov,Influenza,Sporadic,Oct-04-2008,40,2008-09
Idaho,http://flu.idaho.gov,Influenza,No Activity,Oct-11-2008,41,2008-09
Idaho,http://flu.idaho.gov,Influenza,No Activity,Oct-18-2008,42,2008-09
