STATENAME,URL,WEBSITE,ACTIVITYESTIMATE,WEEKEND,WEEK,SEASON
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Oct-06-2018,40,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Oct-13-2018,41,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Oct-20-2018,42,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Oct-27-2018,43,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Nov-03-2018,44,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Nov-10-2018,45,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Nov-17-2018,46,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Nov-24-2018,47,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Dec-01-2018,48,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Dec-08-2018,49,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Local Activity,Dec-15-2018,50,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Regional,Dec-22-2018,51,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Dec-29-2018,52,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Jan-05-2019,1,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Jan-12-2019,2,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Jan-19-2019,3,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Regional,Jan-26-2019,4,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Feb-02-2019,5,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Feb-09-2019,6,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Feb-16-2019,7,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Feb-23-2019,8,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Mar-02-2019,9,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Mar-09-2019,10,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Mar-16-2019,11,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Mar-23-2019,12,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Widespread,Mar-30-2019,13,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Regional,Apr-06-2019,14,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Apr-13-2019,15,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Apr-20-2019,16,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,Apr-27-2019,17,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,May-04-2019,18,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,May-11-2019,19,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Sporadic,May-18-2019,20,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Oct-06-2018,40,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Oct-13-2018,41,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Oct-20-2018,42,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Oct-27-2018,43,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Nov-03-2018,44,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Nov-10-2018,45,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Nov-17-2018,46,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Nov-24-2018,47,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Dec-01-2018,48,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Dec-08-2018,49,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Local Activity,Dec-15-2018,50,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Local Activity,Dec-22-2018,51,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Regional,Dec-29-2018,52,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Jan-05-2019,1,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Regional,Jan-12-2019,2,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Jan-19-2019,3,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Jan-26-2019,4,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Feb-02-2019,5,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Feb-09-2019,6,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Feb-16-2019,7,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Feb-23-2019,8,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Mar-02-2019,9,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Mar-09-2019,10,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Mar-16-2019,11,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Mar-23-2019,12,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Widespread,Mar-30-2019,13,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Regional,Apr-06-2019,14,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Local Activity,Apr-13-2019,15,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Apr-20-2019,16,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,Apr-27-2019,17,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,May-04-2019,18,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,May-11-2019,19,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Sporadic,May-18-2019,20,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,No Activity,Oct-06-2018,40,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Sporadic,Oct-13-2018,41,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Sporadic,Oct-20-2018,42,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Sporadic,Oct-27-2018,43,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Sporadic,Nov-03-2018,44,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Sporadic,Nov-10-2018,45,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Sporadic,Nov-17-2018,46,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Sporadic,Nov-24-2018,47,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Sporadic,Dec-01-2018,48,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Local Activity,Dec-08-2018,49,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Local Activity,Dec-15-2018,50,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Local Activity,Dec-22-2018,51,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Regional,Dec-29-2018,52,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Jan-05-2019,1,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Jan-12-2019,2,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Jan-19-2019,3,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Jan-26-2019,4,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Feb-02-2019,5,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Feb-09-2019,6,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Feb-16-2019,7,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Feb-23-2019,8,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Mar-02-2019,9,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Mar-09-2019,10,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Mar-16-2019,11,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Widespread,Mar-23-2019,12,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Regional,Mar-30-2019,13,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Regional,Apr-06-2019,14,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Local Activity,Apr-13-2019,15,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Sporadic,Apr-20-2019,16,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Sporadic,Apr-27-2019,17,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Sporadic,May-04-2019,18,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,No Activity,May-11-2019,19,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,No Activity,May-18-2019,20,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Sporadic,Oct-06-2018,40,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Sporadic,Oct-13-2018,41,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Sporadic,Oct-20-2018,42,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Local Activity,Oct-27-2018,43,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Local Activity,Nov-03-2018,44,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Nov-10-2018,45,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Nov-17-2018,46,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Nov-24-2018,47,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Dec-01-2018,48,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Dec-08-2018,49,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Dec-15-2018,50,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Dec-22-2018,51,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Dec-29-2018,52,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Jan-05-2019,1,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Jan-12-2019,2,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Jan-19-2019,3,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Jan-26-2019,4,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Feb-02-2019,5,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Feb-09-2019,6,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Feb-16-2019,7,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Feb-23-2019,8,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Mar-02-2019,9,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Mar-09-2019,10,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Widespread,Mar-16-2019,11,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Mar-23-2019,12,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Mar-30-2019,13,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Apr-06-2019,14,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Apr-13-2019,15,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,Apr-20-2019,16,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Local Activity,Apr-27-2019,17,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,May-04-2019,18,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Regional,May-11-2019,19,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Sporadic,May-18-2019,20,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Sporadic,Oct-06-2018,40,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Sporadic,Oct-13-2018,41,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Sporadic,Oct-20-2018,42,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Sporadic,Oct-27-2018,43,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Sporadic,Nov-03-2018,44,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Local Activity,Nov-10-2018,45,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Local Activity,Nov-17-2018,46,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Local Activity,Nov-24-2018,47,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Regional,Dec-01-2018,48,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Local Activity,Dec-08-2018,49,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Local Activity,Dec-15-2018,50,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Regional,Dec-22-2018,51,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Widespread,Dec-29-2018,52,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Widespread,Jan-05-2019,1,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Regional,Jan-12-2019,2,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Regional,Jan-19-2019,3,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Widespread,Jan-26-2019,4,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Widespread,Feb-02-2019,5,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Widespread,Feb-09-2019,6,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Widespread,Feb-16-2019,7,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Widespread,Feb-23-2019,8,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Widespread,Mar-02-2019,9,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Widespread,Mar-09-2019,10,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Widespread,Mar-16-2019,11,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Regional,Mar-23-2019,12,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Regional,Mar-30-2019,13,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Regional,Apr-06-2019,14,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Regional,Apr-13-2019,15,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Local Activity,Apr-20-2019,16,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Local Activity,Apr-27-2019,17,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Local Activity,May-04-2019,18,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Local Activity,May-11-2019,19,2018-19
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Local Activity,May-18-2019,20,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Oct-06-2018,40,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Oct-13-2018,41,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Oct-20-2018,42,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Oct-27-2018,43,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Nov-03-2018,44,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Nov-10-2018,45,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Nov-17-2018,46,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Nov-24-2018,47,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Dec-01-2018,48,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Dec-08-2018,49,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Dec-15-2018,50,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,Dec-22-2018,51,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Local Activity,Dec-29-2018,52,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Regional,Jan-05-2019,1,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Regional,Jan-12-2019,2,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Regional,Jan-19-2019,3,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Jan-26-2019,4,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Feb-02-2019,5,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Feb-09-2019,6,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Feb-16-2019,7,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Feb-23-2019,8,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Mar-02-2019,9,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Mar-09-2019,10,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Mar-16-2019,11,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Mar-23-2019,12,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Mar-30-2019,13,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Apr-06-2019,14,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Apr-13-2019,15,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Widespread,Apr-20-2019,16,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Regional,Apr-27-2019,17,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Local Activity,May-04-2019,18,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Local Activity,May-11-2019,19,2018-19
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Sporadic,May-18-2019,20,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Sporadic,Oct-06-2018,40,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Sporadic,Oct-13-2018,41,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Sporadic,Oct-20-2018,42,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Sporadic,Oct-27-2018,43,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Regional,Nov-03-2018,44,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Regional,Nov-10-2018,45,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Sporadic,Nov-17-2018,46,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Sporadic,Nov-24-2018,47,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Sporadic,Dec-01-2018,48,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Local Activity,Dec-08-2018,49,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Local Activity,Dec-15-2018,50,2018-19
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Local Activity,Dec-29-2018,52,2018-19
